app_key,delFile#org.bottiger.podcast.provider.FeedItem,setDownloaded#org.bottiger.podcast.provider.FeedItem
app_key,<init>#org.bottiger.podcast.activities.feedview.FeedViewAdapter,setDataset#org.bottiger.podcast.activities.feedview.FeedViewAdapter
app_key,onPostExecute#org.bottiger.podcast.service.PodcastService$PollTask,onPostExecute#org.bottiger.podcast.service.PodcastService$PollTask
app_key,changePlaylistFilter#org.bottiger.podcast.playlist.Playlist,getSubscriptionFilter#org.bottiger.podcast.playlist.Playlist
app_key,playNext#org.bottiger.podcast.service.PlayerService,getCurrentItem#org.bottiger.podcast.service.PlayerService
app_key,toggle#org.bottiger.podcast.service.PlayerService,getCurrentItem#org.bottiger.podcast.service.PlayerService
app_key,play#org.bottiger.podcast.service.PlayerService,getCurrentItem#org.bottiger.podcast.service.PlayerService
app_key,markForSubscription#org.bottiger.podcast.provider.SlimImplementations.SlimSubscription,setIsSubscribed#org.bottiger.podcast.provider.SlimImplementations.SlimSubscription
app_key,performClick#org.bottiger.podcast.views.dialogs.DialogPlaylistContent,getContext#org.bottiger.podcast.views.dialogs.DialogPlaylistContent
app_key,access$600#org.bottiger.podcast.views.dialogs.DialogPlaylistContent,getContext#org.bottiger.podcast.views.dialogs.DialogPlaylistContent
